Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6515.58528418336
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.577
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.71811356
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.61301994323731
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.713
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,4233.30783744856
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.01
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,72.19806556
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.546
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,5074.60050994225
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.969
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,60.05609894
El Salvador,SLV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.26848006248474
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.999
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,7589.29964909381
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.355
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,63.65950012
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.334
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.789
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.033
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,28340.3826549406
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8439024390244
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.52016546
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.20733976364136
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.571
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3894.1620089869
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.028
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,57.34370041
Eswatini,SWZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.57274175738511
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,36.472
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,982.103161502198
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.897
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.9836998
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.73649512188829
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.386
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,67069.3987440509
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8162292682927
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,5414.12092119088
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.148
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,72.56549835
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.93839539074194
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.403
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,50440.560224974
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1878048780488
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.98879471
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.37578010559082
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.719
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40988.6396406579
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1292682926829
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.33331734
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.32434988021851
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.303
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,20053.9569369322
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.859
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.793
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8409.20741452279
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.713
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.67169952
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.20773650357931
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.319
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,836.244875868476
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.859
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.22539902
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.89168744551701
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.067
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,6729.84659930283
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.141
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.71127536
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.75498008728027
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.621
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,50506.5179638543
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6080487804878
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.62984383
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.23916006088257
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.137
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2229.89122654479
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.246
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.91329956
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.90963831638452
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.87
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.517
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,20884.6773436263
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7878048780488
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.17066333
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37547993659973
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.426
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,55635.0006491223
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.230243902439
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,10469.3867012856
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.151
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.42030334
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.03767284869161
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,41833.1517132825
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.102
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.383
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,5356.92435887895
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.206
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.40430069
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.20787000656128
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.051
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1416.59612011764
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.432
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.31399918
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.00722302981184
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.174
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,881.602654162231
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.605
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.67379951
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.666
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,17913.4928066879
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.888
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,76.56240082
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.907
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1748.40890116803
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.948
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.77470016
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.02689812206798
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.54
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,3003.28996826399
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.715
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.88069916
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.48280030802056
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.774
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,48825.0272275805
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.6609756097561
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.61357052
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.72866988182068
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.318
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,18428.028825614
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8682926829268
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.14282688
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.8011999130249
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.583
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,76376.9599334915
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.119512195122
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.58339691
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.30798006057739
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.789
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2279.98145719369
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.698
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.9
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.09865814174589
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.822
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4730.83484836107
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.925
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.48461277
Indonesia,IDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.863943349575907
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.462
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,4721.20437099984
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.799
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.71649933
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.6699800491333
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.085
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,6520.73154560584
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.037
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.71560926
Iraq,IRQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.41
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,105190.685952731
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.509756097561
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.03690338
Ireland,IRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.465
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,88328.548125887
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.956
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Isle of Man,IMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,54947.2091250715
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.85079615
Israel,ISR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.93291997909546
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.695
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,35653.9042103495
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.06074504
Italy,ITA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.06775999069214
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.069
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,6626.47502388538
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.481
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.84329987
Jamaica,JAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.35435009002685
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.083
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,35548.2645222433
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.9963414634146
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.92343147
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.614
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4754.41362207378
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.088
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.4999984
Jordan,JOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.15300011634827
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.2
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,11255.3396437881
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.503
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.29685266
Kazakhstan,KAZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.36185360851405
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.86
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2109.56288513137
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.549
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,29.40589905
Kenya,KEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.51101801829815
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.565
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2078.7648751855
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.269
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.99849701
Kiribati,KIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,14.7860312820513
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.641
"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
"Korea, Dem. People's Rep.",PRK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.457
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,34822.4048404971
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6804878048781
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.16855335
"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.40910005569458
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.857
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,5298.1473871027
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.623
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Kosovo,XKX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Kosovo,XKX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,39981.7691035833
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5878048780488
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,99.74729919
Kuwait,KWT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.58236499988891
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.133
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1739.72018344174
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.0487804878049
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.1937027
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.16884382244099
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.767
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2046.40440255621
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.715
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.54000092
Lao PDR,LAO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.46083440434069
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.209
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,20221.103686109
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.2780487804878
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.03009059
Latvia,LVA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.3196702003479
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.815
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,3654.35845534878
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.003
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.46479797
Lebanon,LBN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.33151427628711
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.105
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1030.12582947757
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.812
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.06959915
Lesotho,LSO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.623
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,744.617175237387
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.934
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,30.38010025
Liberia,LBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.2760960068702
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.956
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,5986.63694851258
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.462
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.64720154
Libya,LBY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.238
